"","FIPSTXT","State","County","Markets2009","Markets2016","SNAP","WIC","WICCash","Senior","CreditCards","Produce","Animal","Baked","OtherFood","SNAP1000","WIC1000","WICCash1000","Senior1000","CreditCards1000","Produce1000","Animal1000","Baked1000","OtherFood1000","Difference","Increased","Present_2009","Present_2016","Accepts_SNAP","Accepts_WIC","Accepts_WICCash","Accepts_Senior","Accepts_CreditCards","Sells_Produce","Sells_Animal","Sells_Baked","Sells_OtherFood","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","DistrictofColumbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","NewHampshire","NewJersey","NewMexico","NewYork","NorthCarolina","NorthDakota","Ohio","Oklahoma","Oregon","Pennsylvania","RhodeIsland","SouthCarolina","SouthDakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","WestVirginia","Wisconsin","Wyoming","Midwest","Northeast","South","West","Markets_2009_norm","Markets_2016_norm","SNAP_norm","WIC_norm","WICCash_norm","Senior_norm","CreditCards_norm","Produce_norm","Animal_norm","Baked_norm","OtherFood_norm"
"2823",51005,"VA","Alleghany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.085,-0.706,1.965,0.273,-0.616,-0.977,-0.957,-0.328,0.329,-0.238,1.55
"2824",51007,"VA","Amelia",0,0.077,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.077,0.077,0.077,0.077,0.077,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.19,-1.215,-0.35,0.411,2.182,-1.182,-2.618,1.82,-2.521,-0.122,-0.344
"2825",51009,"VA","Amherst",0,0.032,0,0,0,0,1,1,1,1,1,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.945,0.752,0.223,-1.43,0.805,-0.236,-0.439,-0.874,-0.398,-0.218,0.465
"2826",51011,"VA","Appomattox",0,0.065,0,0,0,0,1,1,1,1,1,0,0,0,0,0.065,0.065,0.065,0.065,0.065,0.065,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.9,1.866,-0.28,0.999,0.725,-1.374,-1.566,1.172,-1.674,-0.328,0.933
"2827",51013,"VA","Arlington",0.014,0.048,4,0,0,4,9,9,8,9,9,0.192,0,0,0.192,0.432,0.432,0.384,0.432,0.432,0.034,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.001,-2.079,-0.32,0.258,1.153,0.97,0.394,0.853,0.339,0.155,-1.256
"2828",51015,"VA","Augusta",0.042,0.013,0,0,0,0,1,0,0,0,0,0,0,0,0,0.013,0,0,0,0,-0.029,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.771,-0.228,-1.504,0.911,-1.176,-0.944,-0.044,-0.806,1.675,-1.096,0.1
"2829",51017,"VA","Bath",0,0.223,0,0,0,0,1,1,1,1,1,0,0,0,0,0.223,0.223,0.223,0.223,0.223,0.223,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.791,0.603,0.334,-0.009,1.934,-0.761,0.524,-0.342,0.022,-0.745,-1.308
"2830",51019,"VA","Bedford",0.015,0.026,1,0,0,0,2,2,2,2,2,0.026,0,0,0,0.052,0.052,0.052,0.052,0.052,0.011,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.238,0.537,-1.105,-0.525,0.675,0.517,0.191,-0.329,-1.491,-0.947,-0.106
"2831",51021,"VA","Bland",0,0.154,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.154,0.154,0.154,0.154,0.154,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.855,-0.117,-0.762,0.002,0.126,-0.034,0.821,0.92,1.009,-0.295,1.273
"2832",51023,"VA","Botetourt",0,0.06,0,0,0,0,1,1,1,1,1,0,0,0,0,0.06,0.06,0.06,0.06,0.06,0.06,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.512,0.372,-1.114,-0.565,0.756,-1.335,-1.153,1.39,-2.155,0.404,-0.456
"2833",51025,"VA","Brunswick",0,0.062,0,0,0,0,1,1,1,1,1,0,0,0,0,0.062,0.062,0.062,0.062,0.062,0.062,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.521,0.105,0.761,0.879,-0.257,0.279,3.02,-1.906,-0.502,2.346,-1.264
"2834",51027,"VA","Buchanan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.068,-0.963,1.62,0.855,-0.532,-0.474,-0.192,1.075,1.715,-0.702,2.109
"2835",51029,"VA","Buckingham",0.062,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.095,0.184,0.275,0.846,-0.535,-0.843,-1.854,1.114,-0.49,-0.984,0.446
"2836",51031,"VA","Campbell",0.038,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-2.573,1.327,-0.139,-0.016,-0.452,0.883,-1.204,0.065,-0.416,1.188,1.337
"2837",51033,"VA","Caroline",0,0.066,0,0,0,0,1,2,2,2,2,0,0,0,0,0.066,0.132,0.132,0.132,0.132,0.066,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.141,-1.95,-0.21,-0.196,-0.142,-0.416,0.079,1.108,0.518,0.593,-1.457
"2838",51035,"VA","Carroll",0.034,0.034,0,0,0,1,1,1,1,1,1,0,0,0,0.034,0.034,0.034,0.034,0.034,0.034,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.563,0.542,-1.123,0.591,0.594,0.314,1.018,0.43,1.471,-0.866,0.4
"2839",51036,"VA","Charles City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.186,-0.681,1.402,0.326,-0.344,0.507,0.379,-0.261,-2.088,0.488,0.598
"2840",51037,"VA","Charlotte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.137,0.967,-0.011,-0.168,1.378,0.573,-0.679,-1.508,1.289,1.441,1.376
"2841",51041,"VA","Chesterfield",0,0.024,1,0,0,0,4,6,6,6,6,0.024,0,0,0,0.096,0.144,0.144,0.144,0.144,0.024,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.548,0.469,-0.365,0.263,-1.38,0.04,-0.797,-1.258,0.125,0.972,1.03
"2842",51043,"VA","Clarke",0.069,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.609,-0.246,2.082,-0.824,1.611,-1.076,0.965,-1.104,0.832,0.287,1.638
"2843",51045,"VA","Craig",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.85,2.663,-1.279,0.224,-1.012,1.093,-0.782,2.536,-0.022,0.379,0.399
"2844",51047,"VA","Culpeper",0.022,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.107,0.418,-0.07,0.882,0.918,-0.795,-0.348,-1.338,-0.141,-2.063,1.507
"2845",51049,"VA","Cumberland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.243,-0.535,1.364,-0.28,-0.027,-0.801,-0.935,-0.024,-0.196,-1.379,-0.077
"2846",51051,"VA","Dickenson",0.062,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.409,1.588,0.293,-0.314,-0.082,-0.016,0.666,-0.353,0.08,-1.157,-1.803
"2847",51053,"VA","Dinwiddie",0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.301,0.193,0.34,0.006,-1.047,-0.071,0.7,1.627,-2.488,-0.012,-0.915
"2848",51057,"VA","Essex",0,0.09,0,0,0,0,1,1,1,1,1,0,0,0,0,0.09,0.09,0.09,0.09,0.09,0.09,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.881,-0.459,-0.973,-0.844,-1.453,-0.467,0.697,0.877,-1.688,1.723,-0.052
"2849",51059,"VA","Fairfax",0.013,0.02,4,1,0,0,22,22,22,22,22,0.08,0.02,0,0,0.44,0.44,0.44,0.44,0.44,0.007,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.065,0.484,0.644,0.368,0.14,-0.041,-0.526,0.243,0.068,1.209,-0.264
"2850",51061,"VA","Fauquier",0.029,0.072,0,0,0,0,2,3,3,3,3,0,0,0,0,0.144,0.216,0.216,0.216,0.216,0.043,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.201,2.448,-0.04,-0.215,-0.875,-0.291,-0.152,-0.999,0.255,0.085,0.508
"2851",51063,"VA","Floyd",0,0.064,1,0,0,0,1,1,1,1,1,0.064,0,0,0,0.064,0.064,0.064,0.064,0.064,0.064,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.87,-2.725,0.442,0.27,0.601,-0.669,-0.196,0.265,-0.522,-0.882,-1.553
"2852",51065,"VA","Fluvanna",0.155,0.038,0,0,0,0,1,1,1,1,1,0,0,0,0,0.038,0.038,0.038,0.038,0.038,-0.117,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.999,-0.573,2.129,2.167,-0.184,0.765,-1.206,0.312,-0.459,-0.285,-0.862
"2853",51067,"VA","Franklin",0.039,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.101,-1.927,-1.051,1.969,0.255,-1.586,-0.169,-0.411,0.772,0.168,-0.387
"2854",51069,"VA","Frederick",0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.147,-0.668,-0.612,-0.225,-0.755,0.598,-0.113,0.982,0.384,-0.077,-0.234
"2855",51071,"VA","Giles",0,0.059,1,0,0,0,1,1,1,1,1,0.059,0,0,0,0.059,0.059,0.059,0.059,0.059,0.059,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.663,1.267,1.083,-0.141,-0.074,1.452,1.299,0.354,0.469,0.397,0.541
"2856",51073,"VA","Gloucester",0.026,0.054,0,0,0,0,1,1,1,1,1,0,0,0,0,0.054,0.054,0.054,0.054,0.054,0.028,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.232,0.289,-0.19,-0.954,1.231,-0.466,-1.614,1.35,-0.408,-0.023,1.3
"2857",51075,"VA","Goochland",0.047,0.132,3,0,0,0,3,3,3,3,2,0.396,0,0,0,0.396,0.396,0.396,0.396,0.264,0.085,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.084,-1.359,1.563,0.776,1.04,0.927,0.919,-0.882,0.194,0.437,0.585
"2858",51077,"VA","Grayson",0.127,0.066,1,0,0,1,1,1,1,1,1,0.066,0,0,0.066,0.066,0.066,0.066,0.066,0.066,-0.061,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.802,-0.883,-0.177,0.087,-0.474,-1.784,-0.035,0.693,-0.652,0.719,-1.129
"2859",51079,"VA","Greene",0,0.052,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.052,0.052,0.052,0.052,0.052,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.14,-0.598,-0.141,-0.459,2.335,-1.145,-0.481,0.389,3.415,0.184,-0.439
"2860",51081,"VA","Greensville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.281,0.986,0.237,-0.295,1.588,1.734,-1.609,-2.227,1.175,0.457,0.576
"2861",51083,"VA","Halifax",0.028,0.057,2,1,0,2,2,2,2,2,2,0.114,0.057,0,0.114,0.114,0.114,0.114,0.114,0.114,0.029,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.251,0.666,-0.843,0.65,0.696,0.999,-0.316,-2.372,0.162,0.614,0.265
"2862",51085,"VA","Hanover",0.01,0.019,1,0,0,0,2,2,2,2,2,0.019,0,0,0,0.038,0.038,0.038,0.038,0.038,0.009,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.217,-0.257,1.037,2.924,-0.508,1.118,0.238,2.992,-0.558,0.902,-1.008
"2863",51087,"VA","Henrico",0,0.009,2,0,0,0,2,2,2,2,2,0.018,0,0,0,0.018,0.018,0.018,0.018,0.018,0.009,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.188,0.375,0.436,0.115,-1.192,0.114,1.709,-0.938,-0.823,-0.669,-1.361
"2864",51089,"VA","Henry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.98,0.993,-0.485,-0.694,-0.374,1.202,0.306,-1.633,0.362,-1.148,0.165
"2865",51091,"VA","Highland",0.428,0.451,1,0,1,1,1,1,1,1,1,0.451,0,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.023,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.414,-0.423,-0.272,0.737,0.098,-0.317,2.043,-1.136,-1.115,1.343,0.719
"2866",51093,"VA","Isle of Wight",0.056,0.055,1,0,0,0,1,1,1,1,1,0.055,0,0,0,0.055,0.055,0.055,0.055,0.055,-0.001,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.511,-1.056,1.01,-0.95,0.077,-1.438,0.122,1.123,1.179,0.322,-1.637
"2867",51095,"VA","James City",0,0.013,0,0,0,0,1,1,1,1,1,0,0,0,0,0.013,0.013,0.013,0.013,0.013,0.013,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8,0.324,1.971,0.96,0.531,-0.103,2.134,-0.6,-1.187,0.328,-1.245
"2868",51097,"VA","King and Queen",0,0.14,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.14,0.14,0.14,0.14,0.14,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.133,0.519,-0.42,-1.404,-1.383,0.325,0.302,-0.395,-0.995,-3.095,-0.723
"2869",51099,"VA","King George",0,0.038,1,0,0,0,1,1,1,1,1,0.038,0,0,0,0.038,0.038,0.038,0.038,0.038,0.038,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.444,-0.178,-1.142,-0.233,0.233,1.063,-0.213,1.512,0.821,0.33,-0.71
"2870",51101,"VA","King William",0,0.061,0,0,0,0,1,1,1,1,1,0,0,0,0,0.061,0.061,0.061,0.061,0.061,0.061,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.114,1.435,-0.875,-0.55,-0.63,0.87,-1.361,-1.092,-0.524,0.601,1.179
"2871",51103,"VA","Lancaster",0.089,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.52,0.038,0.087,-1.483,-0.835,-1.473,0.419,1.337,-1.881,-0.866,-0.203
"2872",51105,"VA","Lee",0.04,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8,-0.001,-1.141,-1.242,-1.525,0.338,-0.351,-0.461,1.562,0.129,-0.67
"2873",51107,"VA","Loudoun",0.023,0.023,1,0,0,0,8,7,6,6,6,0.023,0,0,0,0.184,0.161,0.138,0.138,0.138,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.893,-0.326,-0.357,1.019,-1.738,0.289,0.771,0.99,-0.655,-0.599,-0.332
"2874",51109,"VA","Louisa",0.06,0.057,1,0,0,0,1,1,1,1,1,0.057,0,0,0,0.057,0.057,0.057,0.057,0.057,-0.003,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.027,0.775,-0.06,1.696,-0.531,-1.261,-0.522,-0.813,0.692,-0.045,2.02
