FIPSTXT,State,County,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,DIRSALES07,DIRSALES12,PCH_DIRSALES_07_12,PC_DIRSALES07,PC_DIRSALES12,PCH_PC_DIRSALES_07_12,FMRKT09,FMRKT16,PCH_FMRKT_09_16,FMRKTPTH09,FMRKTPTH16,PCH_FMRKTPTH_09_16,FMRKT_SNAP16,PCT_FMRKT_SNAP16,FMRKT_WIC16,PCT_FMRKT_WIC16,FMRKT_WICCASH16,PCT_FMRKT_WICCASH16,FMRKT_SFMNP16,PCT_FMRKT_SFMNP16,FMRKT_CREDIT16,PCT_FMRKT_CREDIT16,FMRKT_FRVEG16,PCT_FMRKT_FRVEG16,FMRKT_ANMLPROD16,PCT_FMRKT_ANMLPROD16,FMRKT_BAKED16,PCT_FMRKT_BAKED16,FMRKT_OTHERFOOD16,PCT_FMRKT_OTHERFOOD16,VEG_FARMS07,VEG_FARMS12,PCH_VEG_FARMS_07_12,VEG_ACRES07,VEG_ACRES12,PCH_VEG_ACRES_07_12,VEG_ACRESPTH07,VEG_ACRESPTH12,PCH_VEG_ACRESPTH_07_12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,PCH_FRESHVEG_FARMS_07_12,FRESHVEG_ACRES07,FRESHVEG_ACRES12,PCH_FRESHVEG_ACRES_07_12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,PCH_FRESHVEG_ACRESPTH_07_12,ORCHARD_FARMS07,ORCHARD_FARMS12,PCH_ORCHARD_FARMS_07_12,ORCHARD_ACRES07,ORCHARD_ACRES12,PCH_ORCHARD_ACRES_07_12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,PCH_ORCHARD_ACRESPTH_07_12,BERRY_FARMS07,BERRY_FARMS12,PCH_BERRY_FARMS_07_12,BERRY_ACRES07,BERRY_ACRES12,PCH_BERRY_ACRES_07_12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,PCH_BERRY_ACRESPTH_07_12,SLHOUSE07,SLHOUSE12,PCH_SLHOUSE_07_12,GHVEG_FARMS07,GHVEG_FARMS12,PCH_GHVEG_FARMS_07_12,GHVEG_SQFT07,GHVEG_SQFT12,PCH_GHVEG_SQFT_07_12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,PCH_GHVEG_SQFTPTH_07_12,FOODHUB16,CSA07,CSA12,PCH_CSA_07_12,AGRITRSM_OPS07,AGRITRSM_OPS12,PCH_AGRITRSM_OPS_07_12,AGRITRSM_RCT07,AGRITRSM_RCT12,PCH_AGRITRSM_RCT_07_12,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13
46053,SD,Gregory,15,10,-33.3333333333,2.9354207436,1.9801980198,0.0830779707,0.0244324761,61,23,-62.2950819672,14.2957581439,5.410491649,-62.1531674322,0,1,,0,0.2397506593,,1,100,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,0,1,,0,,,0,0,,0,1,,0,,,0,,,2,3,50,,6,,,1.4114326041,,0,2,,0,,,0,,,1,0,-100,0,0,,0,0,,0,0,,0,0,0,,44,28,-36.3636363636,738000,890000,20.5962059621,0,0
46055,SD,Haakon,3,0,-100,1.0563380282,0,,0,,0,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,0,0,,14,7,-50,83000,97000,16.8674698795,0,0
46057,SD,Hamlin,8,23,187.5,1.7817371938,4.7034764826,0.0306369788,0.0361267838,34,68,100,5.9691011236,11.420893517,91.3335572724,1,1,0,0.1737921446,0.1658925017,-4.5454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-100,,0,,,,,1,0,-100,,0,,,0,,0,7,,0,12,,0,2.0154517971,,0,1,,0,,,0,,,0,0,0,0,0,,0,0,,0,0,,0,3,0,-100,8,5,-37.5,181000,60000,-66.8508287293,0,0
46059,SD,Hand,6,3,-50,1.2396694215,0.7228915663,,0.0014062868,,4,,,1.1806375443,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,2,0,-100,20,15,-25,189000,79000,-58.2010582011,0,0
46061,SD,Hanson,9,6,-33.3333333333,2.9220779221,1.6216216216,0.0267383651,0.0036150023,18,4,-77.7777777778,5.2677787533,1.1830819284,-77.5411613921,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,1,-66.6666666667,17,,,4.9751243781,5.0280981958,1.0647737356,3,1,-66.6666666667,17,,,4.9751243781,,,1,0,-100,,0,,,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,3,0,-100,3,2,-33.3333333333,,,,0,0
46063,SD,Harding,7,11,57.1428571429,2.7777777778,4.4,0.7805871373,,322,,,252.7472527473,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,14,7,-50,72000,114000,58.3333333333,0,0
46065,SD,Hughes,6,18,200,1.9672131148,5.325443787,,0.2589877121,,278,,,15.9449383424,,2,3,50,0.1178619836,0.1704545455,44.6221590909,1,33.3333333333,0,0,0,0,0,0,2,66.6666666667,2,66.6666666667,2,66.6666666667,2,66.6666666667,2,66.6666666667,2,4,100,,82,,,,,2,4,100,,82,,,4.7031832521,,2,0,-100,,0,,,0,,0,0,,0,0,,0,0,,0,0,0,1,2,100,,,,,,,0,0,0,,13,16,23.0769230769,1396000,947000,-32.1633237822,0,0
46067,SD,Hutchinson,15,28,86.6666666667,2.0746887967,3.4912718204,0.0228747297,0.0687266772,44,128,190.9090909091,5.9171597633,17.7309876714,199.653691647,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,4,33.3333333333,18,37,-51.3513513514,2.4206562668,2.4934201413,3.0059565037,3,4,33.3333333333,18,37,105.5555555556,2.4206562668,5.1253636238,111.7344661464,4,3,-25,9,,,1.2103281334,,,0,1,,0,,,0,,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,5,1,-80,11000,,,0,1
46069,SD,Hyde,3,11,266.6666666667,1.6574585635,5.3140096618,0.0190803282,0.3095482927,9,292,3144.4444444444,6.1349693252,203.9106145251,3223.7430167598,0,1,,0,0.7396449704,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1,100,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,2,11,450,,153000,,0,0
46071,SD,Jackson,8,1,-87.5,2.6936026936,0.3344481605,0.1355674855,,50,,,16.6223404255,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0,0,0,,0,0,,0,0,,0,2,0,-100,4,4,0,45000,,,0,0
46073,SD,Jerauld,7,5,-28.5714285714,2.9288702929,2.1459227468,0.0465549348,0.0050349425,32,5,-84.375,15.9521435693,2.4545900835,-84.6127884143,0,1,,0,0.499001996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,1,0,-100,12,7,-41.6666666667,253000,655000,158.8932806324,0,1
46075,SD,Jones,4,3,-25,2.4539877301,1.8404907975,,0.0015325201,,1,,,0.9920634921,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,8,7,-12.5,27000,44000,62.962962963,0,
46077,SD,Kingsbury,10,6,-40,1.8148820327,1.1583011583,0.0179723689,0.005750018,31,16,-48.3870967742,5.9880239521,3.0598584815,-48.9003633582,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,3,,0,3,-100,0,0,,0,3,,0,3,,0,0.5737234653,,2,2,0,,,,,,,0,0,,0,0,,0,0,,0,0,0,0,1,,0,,,0,,,0,3,2,-33.3333333333,4,1,-75,45000,,,0,1
46079,SD,Lake,6,8,33.3333333333,1.1673151751,1.593625498,0.0174444621,0.0456069275,23,77,234.7826086957,2.1062271062,6.5099763274,209.082354325,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,4,100,,6,,,,,2,4,100,,6,,,0.5072708827,,0,2,,0,,,0,,,0,2,,0,,,0,,,0,0,0,1,1,0,,,,,,,0,0,4,,1,2,100,,,,0,1
46081,SD,Lawrence,16,15,-6.25,5.3156146179,4.8076923077,1.8330464716,0.2099517111,213,40,-81.220657277,9.0472751986,1.6395458458,-81.878015095,2,4,100,0.0851136267,0.1582215893,85.8945453107,0,0,0,0,0,0,0,0,1,25,2,50,2,50,2,50,2,50,6,5,-16.6666666667,29,76,-61.8421052632,1.2317886421,1.1886707382,-3.5004303808,6,5,-16.6666666667,29,,,1.2317886421,,,7,7,0,14,8,-42.8571428571,0.5946565858,0.3279091692,-44.857388789,2,3,50,,1,,,0.0409886461,,0,0,0,0,1,,0,,,0,,,0,0,2,,4,3,-25,268000,,,0,0
46083,SD,Lincoln,28,26,-7.1428571429,3.2748538012,2.8921023359,0.0822217584,0.0342495574,130,59,-54.6153846154,3.3112582781,1.2206475639,-63.1364435709,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,8,5,-37.5,54,23,134.7826086957,1.3754457463,1.1172028551,-18.7752146478,8,5,-37.5,54,23,-57.4074074074,1.3754457463,0.4758456605,-65.4042580907,4,11,175,,3,,,0.0620668253,,0,1,,0,,,0,,,1,1,0,0,0,,0,0,,0,0,,0,0,1,,2,3,50,,,,0,1
46085,SD,Lyman,10,6,-40,2.2573363431,1.3953488372,0.0378944875,0.0365606651,32,50,56.25,8.4993359894,13.2345156167,55.7123478031,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,4,,0,9,-100,0,0,,0,4,,0,9,,0,2.382212811,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,1,,50,53,6,1235000,822000,-33.4412955466,0,1
46087,SD,McCook,15,22,46.6666666667,2.752293578,3.8732394366,0.0611426714,0.1822062243,79,286,262.0253164557,13.8620810669,51.0349750178,268.1624337047,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,3,0,29,15,93.3333333333,5.0886120372,5.1748750892,1.6952177016,3,3,0,,,,,,,4,0,-100,,0,,,0,,0,0,,0,0,,0,0,,0,0,0,2,2,0,,,,,,,0,4,5,25,7,3,-57.1428571429,12000,,,0,0
46089,SD,McPherson,6,12,100,1.5075376884,3.0150753769,0.0353531783,0.0790618,30,126,320,11.914217633,51.9373454246,335.9274525969,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,1,-50,,,,,,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,11,7,-36.3636363636,52000,59000,13.4615384615,0,0
46091,SD,Marshall,5,7,40,0.9560229446,1.3513513514,,0.0029331152,,9,,,1.9300879262,,0,1,,0,0.2082899396,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,0,7,,0,22,-100,0,0,,0,7,,0,22,,0,4.7179927086,,0,0,,0,0,,0,0,,0,6,,0,3,,0,0.6433626421,,1,0,-100,0,6,,0,9600,,0,2058.7604546429,,0,3,12,300,8,1,-87.5,,,,0,0
46093,SD,Meade,24,54,125,2.7303754266,6.0606060606,0.1249872462,0.0712795101,98,83,-15.306122449,3.9207841568,3.2042620546,-18.2749693322,1,2,100,0.0418130122,0.0722204167,72.722348608,1,50,0,0,0,0,0,0,1,50,1,50,1,50,1,50,1,50,0,1,,0,,,0,0,,0,1,,0,,,0,,,0,2,,0,,,0,,,0,0,,0,0,,0,0,,1,0,-100,0,0,,0,0,,0,0,,0,1,1,0,25,23,-8,280000,595000,112.5,0,1
46095,SD,Mellette,0,12,,0,5.2401746725,0,0.1298364061,0,60,,0,28.7081339713,,0,1,,0,0.475737393,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,0,6,,0,21,-100,0,0,,0,6,,0,,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,2,,0,,,0,,,0,1,3,200,10,9,-10,66000,53000,-19.696969697,0,
46097,SD,Miner,5,10,100,1.404494382,2.0576131687,0.0080029878,0.0097012814,6,12,100,2.479338843,5.1768766178,108.8006902502,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,6,,0,10,-100,0,0,,0,6,,0,10,,0,4.3140638481,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0,0,0,,0,0,,0,0,,0,0,0,,7,16,128.5714285714,28000,81000,189.2857142857,0,
46099,SD,Minnehaha,42,37,-11.9047619048,3.5175879397,3.1979256698,0.1628647382,0.0777066905,310,210,-32.2580645161,1.8951319562,1.197024539,-36.8368764463,0,5,,0,0.0266925763,,1,20,0,0,0,0,0,0,4,80,4,80,2,40,4,80,4,80,11,14,27.2727272727,75,54,38.8888888889,0.4584996668,0.4275087639,-6.7591985636,11,13,18.1818181818,75,,,0.4584996668,,,20,13,-35,94,50,-46.8085106383,0.5746529158,0.2850058426,-50.4038290232,3,3,0,3,3,0,0.0183399867,0.0171003506,-6.7591985636,0,0,0,0,2,,0,,,0,,,0,4,2,-50,7,4,-42.8571428571,26000,45000,73.0769230769,0,1
46101,SD,Moody,11,12,9.0909090909,1.9784172662,2.3391812865,0.0056920956,0.0297714575,9,64,611.1111111111,1.3698630137,9.9194048357,624.1165530068,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,3,200,,8,,,,,1,3,200,,,,,,,0,3,,0,2,,0,0.3099814011,,0,4,,0,,,0,,,1,1,0,0,1,,0,,,0,,,0,4,2,-50,1,11,1000,,33000,,0,1
46103,SD,Pennington,29,31,6.8965517241,4.427480916,5.1752921536,0.546058032,0.1931676452,306,127,-58.4967320261,3.1909901455,1.2143581113,-61.9441597756,2,4,100,0.0198314328,0.0365724317,84.4164868522,2,50,0,0,0,0,0,0,2,50,2,50,2,50,2,50,2,50,7,11,57.1428571429,7,13,-46.1538461538,0.0729965066,0.0669331242,-8.3064007191,7,11,57.1428571429,7,12,71.4285714286,0.0729965066,0.1147424987,57.1890273388,5,11,120,5,28,460,0.0521403619,0.267732497,413.4841559733,0,2,,0,,,0,,,2,2,0,6,1,-83.3333333333,9780,,,101.9865477866,,,1,1,3,200,15,12,-20,123000,188000,52.8455284553,0,0
46105,SD,Perkins,5,2,-60,1.1574074074,0.4576659039,0.2605698916,,155,,,52.3118461019,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,3,0,-100,7,15,114.2857142857,57000,,,0,1
46107,SD,Potter,0,1,,0,0.4048582996,0,,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,,,0,,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,3,0,-100,1,2,100,,,,0,0
46109,SD,Roberts,15,11,-26.6666666667,1.6910935738,1.2557077626,0.0132991496,0.0135365946,18,34,88.8888888889,1.8025235329,3.2850241546,82.2458400429,0,1,,0,0.0975134081,,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,8,3,-62.5,8,3,166.6666666667,0.8011215702,0.7729468599,-3.5169082126,8,1,-87.5,8,,,0.8011215702,,,7,2,-71.4285714286,30,,,3.0042058882,,,3,0,-100,,0,,,0,,1,1,0,0,2,,0,,,0,,,0,2,0,-100,8,14,75,20000,177000,785,0,0
46111,SD,Sanborn,12,7,-41.6666666667,3.3898305085,1.7412935323,0.0424615094,0.0471574976,27,56,107.4074074074,11.2734864301,24.0963855422,113.7438643463,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,15,8,-46.6666666667,366,135,171.1111111111,152.8183716075,157.487091222,3.0550774527,15,8,-46.6666666667,366,135,-63.1147540984,152.8183716075,58.0895008606,-61.9878812675,2,2,0,,,,,,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,21,20,-4.7619047619,434000,391000,-9.9078341014,0,1
46113,SD,Shannon,0,0,,,,,,0,0,,0,,,0,1,,0,,,1,100,0,0,0,0,0,0,0,0,1,100,0,0,1,100,0,0,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,0,0,0,,0,0,,0,,,0,0,0,,0,0,,0,0,,0,0
46115,SD,Spink,16,4,-75,2.5641025641,0.5925925926,0.030985559,0.0031278626,71,14,-80.2816901408,10.8198719902,2.1039975954,-80.5543208152,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,3,50,,6,,,,,2,3,50,,,,,,,0,1,,0,,,0,,,0,1,,0,,,0,,,1,1,0,0,0,,0,0,,0,0,,0,6,0,-100,15,13,-13.3333333333,227000,362000,59.4713656388,0,1
46117,SD,Stanley,2,2,0,1.2121212121,1.0928961749,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,3,6,100,,12000,,0,0
46119,SD,Sully,1,0,-100,0.5128205128,0,,0,,0,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,-100,,0,,,,,1,0,-100,,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,2,0,-100,15,3,-80,,9000,,0,1
46121,SD,Todd,1,0,-100,0.3875968992,0,,0,,0,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,1,0,-100,3,3,0,,,,0,0
46123,SD,Tripp,20,11,-45,3.2051282051,1.7488076312,0.7565281649,0.0545791944,1034,125,-87.9110251451,178.275862069,22.7977384643,-87.2121002811,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,0,-100,1,0,,0.1724137931,0.1823819077,5.7815064746,3,0,-100,1,0,-100,0.1724137931,0,-100,0,1,,0,,,0,,,2,0,-100,,0,,,0,,1,1,0,0,0,,0,0,,0,0,,0,0,1,,34,34,0,975000,1425000,46.1538461538,0,
46125,SD,Turner,24,29,20.8333333333,3.324099723,3.6523929471,0.0242155879,0.034032089,42,62,47.619047619,4.9958368027,7.4456587006,49.0372683239,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,8,300,,25,,,,,2,7,250,,,,,,,7,3,-57.1428571429,11,,,1.3084334483,,,0,4,,0,8,,0,0.9607301549,,0,0,0,0,0,,0,0,,0,0,,0,2,1,-50,2,2,0,,,,0,1
46127,SD,Union,7,5,-28.5714285714,1.3435700576,0.9487666034,0.0132600133,0.006942516,17,11,-35.2941176471,1.243417203,0.7403917345,-40.4550835613,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,7,,0,5,-100,0,0,,0,7,,0,5,,0,0.3365416975,,2,6,200,,,,,,,0,1,,0,,,0,,,0,0,0,0,0,,0,0,,0,0,,0,4,1,-75,0,1,,0,,,0,0
46129,SD,Walworth,11,7,-36.3636363636,3.9426523297,2.734375,0.0695817769,0.0186696991,38,22,-42.1052631579,7.064510132,4.0293040293,-42.964141122,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,0,0,,0,0,,0,0,,1,1,0,,,,,,,1,0,-100,,0,,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,10,18,80,189000,78000,-58.7301587302,0,1
46135,SD,Yankton,28,9,-67.8571428571,4.2553191489,1.3005780347,0.1084221343,0.0093676017,134,11,-91.7910447761,6.0732414793,0.4868333702,-91.9839615818,1,1,0,0.0454834895,0.0442164839,-2.785638486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-100,,0,,,,,1,0,-100,,0,,,0,,5,1,-80,61,,,2.764684554,,,3,0,-100,9,0,-100,0.4079042785,0,-100,2,2,0,0,0,,0,0,,0,0,,1,1,0,-100,5,1,-80,34000,,,0,1
46137,SD,Ziebach,0,2,,0,0.8333333333,0,,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,1,0,-100,5,3,-40,,,,0,0
47001,TN,Anderson,39,42,7.6923076923,7.249070632,9.5238095238,1.7627118644,3.4424853065,78,123,57.6923076923,1.0600706714,1.6322955649,53.9798816254,0,2,,0,0.0263379688,,1,50,0,0,0,0,0,0,2,100,2,100,2,100,2,100,2,100,10,7,-30,23,19,21.0526315789,0.3125849416,0.3052259999,-2.3542214083,10,7,-30,23,19,-17.3913043478,0.3125849416,0.2521432173,-19.336095946,13,8,-38.4615384615,23,16,-30.4347826087,0.3125849416,0.2123311304,-32.0725018492,16,7,-56.25,11,4,-63.6363636364,0.149497146,0.0530827826,-64.4924441485,0,0,0,0,0,,0,0,,0,0,,0,1,2,100,3,0,-100,12000,0,-100,0,1
47003,TN,Bedford,47,41,-12.7659574468,3.0244530245,2.9057406095,0.1268007467,0.1080849399,144,116,-19.4444444444,3.2968542516,2.5591810621,-22.3750622023,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,13,7,-46.1538461538,26,21,23.8095238095,0.595265351,0.5736095484,-3.6380082512,13,7,-46.1538461538,26,21,-19.2307692308,0.595265351,0.4633000199,-22.1691605105,13,10,-23.0769230769,38,24,-36.8421052632,0.8700032053,0.529485737,-39.1397946849,7,2,-71.4285714286,7,,,0.1602637483,,,0,0,0,1,1,0,,,,,,,0,6,4,-33.3333333333,6,2,-66.6666666667,,,,0,1
47005,TN,Benton,23,30,30.4347826087,4.6,6.4794816415,0.5431240495,0.6012950971,25,65,160,1.5160703457,3.9733480042,162.0820343542,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,10,100,9,20,-55,0.5457853244,0.5501558775,0.8007824439,5,10,100,9,20,122.2222222222,0.5457853244,1.2225686167,124.0017387643,4,3,-25,13,,,0.7883565797,,,2,1,-50,,,,,,,0,0,0,0,0,,0,0,,0,0,,0,2,1,-50,6,12,100,,26000,,0,0
47007,TN,Bledsoe,30,39,30,5.1724137931,6.7357512953,4.7612161527,1.783540867,1317,762,-42.1412300683,101.089960086,59.5964335992,-41.0461399445,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,24,13,-45.8333333333,986,2158,-54.3095458758,75.6831439975,77.1155951822,1.8926951353,24,12,-50,986,,,75.6831439975,,,11,2,-81.8181818182,133,,,10.2087810869,,,9,2,-77.7777777778,14,,,1.0746085355,,,1,1,0,0,0,,0,0,,0,0,,0,2,1,-50,5,7,40,7000,,,0,1
47009,TN,Blount,96,77,-19.7916666667,8.3188908146,7.8571428571,1.7098445596,2.0242438508,297,344,15.8249158249,2.4760316799,2.7742382942,12.0437317795,1,1,0,0.0081443836,0.0077718194,-4.5744928888,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,43,33,-23.2558139535,410,222,84.6846846847,3.4180908712,3.3065049436,-3.2645687834,43,33,-23.2558139535,410,222,-45.8536585366,3.4180908712,1.7903514573,-47.6213030973,20,18,-10,37,56,51.3513513514,0.3084618591,0.4516201874,46.4103823819,21,18,-14.2857142857,39,24,-38.4615384615,0.3251354731,0.1935515089,-40.4705038667,0,0,0,5,3,-40,29380,21240,-27.7059223962,244.9353897457,171.2930853723,-30.0660122859,0,1,4,300,14,10,-28.5714285714,165000,248000,50.303030303,0,1
47011,TN,Bradley,71,66,-7.0422535211,7.4035453597,8.1784386617,0.2559388997,0.2048330222,252,237,-5.9523809524,2.6158445441,2.3413882358,-10.4920725873,1,1,0,0.010234367,0.0095702938,-6.4886592018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,117,129,-9.3023255814,1.2144992526,1.155875205,-4.8270138903,15,15,0,117,129,10.2564102564,1.2144992526,1.2744265081,4.9343180184,9,10,11.1111111111,53,71,33.9622641509,0.5501577811,0.7014285432,27.4958870527,5,5,0,15,28,86.6666666667,0.1557050324,0.2766197072,77.6562407382,0,0,0,2,1,-50,,,,,,,0,0,4,,7,16,128.5714285714,76000,102000,34.2105263158,0,1
47013,TN,Campbell,14,18,28.5714285714,3.4653465347,4.8648648649,0.7646854362,0.6576980568,22,22,0,0.5434782609,0.5440292787,0.1013872747,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,8,11,37.5,79,23,243.4782608696,1.9515810277,1.9535596825,0.1013872747,8,11,37.5,79,23,-70.8860759494,1.9515810277,0.5687578822,-70.8565581352,7,0,-100,16,0,-100,0.395256917,0,-100,0,3,,0,2,,0,0.0494572072,,0,0,0,0,1,,0,,,0,,,0,0,2,,0,1,,0,,,0,
47015,TN,Cannon,49,34,-30.612244898,5.5681818182,4.7419804742,1.0705847608,0.5307553786,145,112,-22.7586206897,10.7927056197,8.0878105142,-25.0622522361,1,0,-100,0.0721500722,0,-100,,,,,,,,,,,,,,,,,,,12,7,-41.6666666667,26,12,116.6666666667,1.9352437663,1.8775274408,-2.9823801271,12,7,-41.6666666667,26,12,-53.8461538462,1.9352437663,0.8665511265,-55.2226369817,3,6,100,,19,,,1.3720392837,,3,4,33.3333333333,,9,,,0.6499133449,,0,0,0,1,3,200,,7250,,,523.5413056037,,0,3,3,0,4,4,0,12000,12000,0,0,1
47017,TN,Carroll,22,26,18.1818181818,2.2657054583,3.5519125683,0.1468744403,0.1141699363,41,71,73.1707317073,1.4239572118,2.4818232662,74.2905787909,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6,7,16.6666666667,7,11,-36.3636363636,0.2431146459,0.2446868009,0.6466722595,6,7,16.6666666667,7,11,57.1428571429,0.2431146459,0.38450783,58.1590564078,4,5,25,12,8,-33.3333333333,0.4167679644,0.2796420582,-32.9022184937,4,6,50,,6,,,0.2097315436,,0,0,0,0,0,,0,0,,0,0,,0,2,2,0,12,4,-66.6666666667,14000,6000,-57.1428571429,0,1
47019,TN,Carter,24,15,-37.5,4.6511627907,3.0425963489,1.2162612463,1.1322516634,73,97,32.8767123288,1.2633910801,1.6913098061,33.8706464477,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,12,12,0,49,71,-30.985915493,0.8480296291,0.8543729948,0.7480122751,12,12,0,49,71,44.8979591837,0.8480296291,1.2379690333,45.9818137047,8,12,50,45,40,-11.1111111111,0.7788027206,0.6974473427,-10.446211311,5,10,100,10,14,40,0.1730672712,0.24410657,41.0472171851,0,0,0,0,0,,0,0,,0,0,,0,0,1,,4,12,200,20000,37000,85,0,0
